genres,game_name,release_date,id_game,price,specs
12,Culpa Innata,24,12310,2,15
16,Prison Tycoon 3™: Lockdown,24,12510,2,15
0,Hunting Unlimited™ 2008,24,12530,2,15
13,18 Wheels of Steel: American Long Haul,24,12520,2,15
0,Conflict: Denied Ops,25,8100,2,15
0,ARMA: Combat Operations,24,2780,2,15
14,Tycoon City: New York,23,9730,2,15
0,Desperados 2: Cooper's Revenge,23,9710,2,15
0,Death to Spies,24,9800,1,15
0,Act of War: High Treason,23,9760,1,15
14,RollerCoaster Tycoon® 3: Platinum,23,2700,2,15
0,Act of War: Direct Action,22,2710,1,15
0,Unreal 2: The Awakening,20,13200,2,15
0,Unreal Gold,15,13250,2,15
4,Ninja Reflex: Steamworks Edition,25,13000,1,15
0,Tom Clancy's Splinter Cell®,20,13560,2,15
0,Far Cry®,21,13520,2,15
0,Unreal Tournament: Game of the Year Edition,17,13240,2,15
0,Tom Clancy's Rainbow Six® Vegas,23,13540,2,15
14,Silent Hunter® III,22,15210,2,15
4,Virtual Villagers - The Secret City,25,16180,2,15
4,Mystery P.I.™ - The Vegas Heist,25,3520,1,15
4,Luxor,25,15970,2,15
4,Reaxxion,25,15950,2,15
4,Little Farm,25,15960,2,15
4,7 Wonders II,25,15900,2,15
4,Luxor Amun Rising,22,15910,2,15
4,Luxor 3,24,15930,2,15
14,Petz® Horsez® 2,24,15160,2,15
4,Luxor 2,22,15920,2,15
0,Rayman Raving Rabbids™,24,15080,2,15
14,Silent Hunter®: Wolves of the Pacific,24,15200,2,15
14,IL-2 Sturmovik: 1946,23,15320,2,15
14,Silent Hunter®: Wolves of the Pacific U-Boat Missions,25,15240,2,15
1,Bone: Out From Boneville,22,8310,2,15
13,Midnight Outlaw: 6 Hours to SunUp,22,12600,2,15
1,Bone: The Great Cow Race,23,8320,2,15
13,Sprint Cars Road to Knoxville,25,12590,2,15
14,Ride! Carnival Tycoon,24,12560,2,15
4,Mahjongg Investigations: Under Suspicion,24,12540,2,15
1,Dracula Origin,25,11050,2,15
1,Sherlock Holmes - Nemesis,25,11040,2,15
1,Eternity's Child,25,19500,1,15
14,Pacific Storm Allies,24,11260,2,15
0,Tank Universal,25,19200,1,15
13,FlatOut: Ultimate Carnage,25,12360,2,15
1,Oddworld: Abe's Exoddus®,15,15710,1,15
1,Oddworld: Abe's Oddysee®,14,15700,1,15
13,GTR Evolution Expansion Pack for RACE 07,25,8660,2,15
16,X-COM: Enforcer,18,7770,1,15
16,X-COM: Apocalypse,14,7660,1,15
16,X-COM: UFO Defense,10,7760,1,15
0,S.T.A.L.K.E.R.: Clear Sky,25,20510,2,15
0,Crysis Warhead®,25,17330,2,15
0,Crysis,24,17300,2,15
16,X-COM: Interceptor,15,7730,1,15
0,The Witcher: Enhanced Edition Director's Cut,25,20900,2,15
9,Multiwinia,25,1530,2,15
13,STCC - The Game 1 - Expansion Pack for RACE 07,25,8690,1,15
16,Children of the Nile: Alexandria,25,17120,1,15
16,Sid Meier's Civilization IV: Colonization,25,16810,2,15
0,Tom Clancy's Rainbow Six® 3 Gold,20,19830,2,15
0,LEGO Batman,25,21000,2,15
14,City Life 2008,25,4460,2,15
12,Hinterland,25,17140,2,15
0,Brothers in Arms: Hell's Highway™,25,15390,2,15
9,Gravitron 2,25,21300,1,15
13,Xpand Rally Xtreme,23,3050,1,15
16,Heroes of Might & Magic V: Hammers of Fate,23,15380,2,15
0,Brothers in Arms: Earned in Blood™,22,19800,2,15
16,Heroes of Might & Magic V: Tribes of the East,24,15370,2,15
16,The Settlers®: Rise Of An Empire Gold Edition,25,19930,2,15
4,Brain Spa,24,15350,2,15
0,The Sum of All Fears,19,19810,2,15
4,Peggle™ Nights,25,3540,1,15
9,World of Goo,25,22000,2,15
0,X3: Terran Conflict,25,2820,2,15
0,Mare Nostrum,25,1230,0,11
4,Spectraball,25,18300,1,15
9,Galactic Bowling,25,20200,2,15
0,Bully: Scholarship Edition,25,12200,2,15
0,Far Cry® 2: Fortune's Edition,25,19900,2,15
0,Space Trader: Merchant Marine,25,11240,1,15
14,PRR Wagon Pack 01,26,256522,1,15
14,"Class 421 London South East ""Jaffa Cake""",26,275144,1,15
14,ATSF Wagon Pack 01,26,256521,1,15
14,GP20 Union Pacific Add-on Livery,26,222569,1,15
14,UK Van Wagon Pack,26,256535,1,15
14,CSX SD70MAC Add-on Livery,26,256611,1,15
14,CSX ES44AC Add-on Livery,26,256576,1,15
0,Saints Row 2,26,9480,2,15
0,Dead Space,25,17470,2,15
12,Rise of the Argonauts,25,12770,2,15
0,Mirror's Edge™,26,17410,2,15
9,Defense Grid: The Awakening,25,18500,2,15
0,F.E.A.R. 2: Project Origin,26,16450,2,15
16,Harvest: Massive Encounter,25,15400,2,15
9,Mayhem Intergalactic,24,18600,2,15
0,Larva Mortus,26,11340,1,15
16,Knights of Honor,22,25830,2,15
0,Ceville,26,23460,2,15
16,Empire: Total War™ - Special Forces Units & Bonus Content,26,10600,1,15
0,Watchmen: The End is Nigh,26,21010,1,15
0,Penumbra Overture,24,22180,2,15
0,Unreal Tournament 3 Black,24,13210,2,15
12,Drakensang,26,12640,2,15
9,The Graveyard,25,27020,1,15
13,Burnout Paradise: The Ultimate Box,26,24740,2,15
0,The Maw,26,26000,2,15
0,The Maw: River Redirect,26,26006,1,15
0,The Maw: Brute Force,26,26005,1,15
4,Obulis,26,11330,1,15
9,Space Giraffe,26,27800,2,15
14,Codename: Panzers - Cold War,26,9850,2,15
4,Escape Rosecliff Island,26,3600,1,15
12,Guild Wars Nightfall,23,29580,2,11
12,Guild Wars,22,29540,2,11
12,Guild Wars Factions,23,29560,2,11
10,Guild Wars Trilogy,25,29570,2,11
4,Puzzle Kingdoms,26,23700,2,11
4,Samantha Swift and the Golden Touch,26,16060,2,15
12,Two Worlds Epic Edition,26,1930,2,15
16,Helldorado,26,18470,2,15
0,X-Blades,26,7510,2,15
0,Zeno Clash,26,22200,2,15
9,The Maw: Speeder Lane,26,26007,1,15
12,King's Bounty: The Legend,25,25900,2,15
4,Virtual Families,26,16200,2,15
13,Death Track®: Resurrection,26,7840,1,15
12,Freedom Force vs. the Third Reich,22,8890,1,15
12,Freedom Force,19,8880,1,15
9,Light of Altair,26,34500,2,15
0,Darkest Hour: Europe '44-'45,26,1280,0,11
0,Prototype™,26,10150,2,15
16,Port Royale 2,21,12470,1,15
12,The Elder Scrolls IV: Oblivion® Game of the Year Edition,24,22330,2,15
12,The Elder Scrolls III: Morrowind® Game of the Year Edition,19,22320,2,15
1,Ankh 2: Heart of Osiris,24,12440,1,15
14,Armored Fist 3,16,32710,2,15
14,MiG-29 Fulcrum,15,32740,2,15
16,BC Kings,25,12460,1,15
0,Call of Juarez®: Bound in Blood,26,21980,2,15
1,Nancy Drew®: Legend of the Crystal Skull,24,31860,2,15
1,Nancy Drew®: The Creature of Kapu Cave,23,31900,2,15
1,Nancy Drew®: The Phantom of Venice,25,31920,2,15
1,Nancy Drew®: The White Wolf of Icicle Creek,24,31930,2,15
4,BRAINPIPE: A Plunge to Unhumanity,25,35800,0,15
14,Hunting Unlimited 2010,26,12690,2,15
1,Tales of Monkey Island Complete Pack,26,31170,2,15
0,Street Fighter® IV,26,21660,2,15
0,Thrillville®: Off the Rails™,24,6080,2,15
1,Indiana Jones® and the Fate of Atlantis™,9,6010,2,15
0,Armed and Dangerous®,20,6090,2,15
0,"Star Wars: Battlefront 2 (Classic, 2005)",22,6060,2,15
1,Indiana Jones® and the Last Crusade™,6,32310,2,15
0,LEGO® Indiana Jones™: The Original Adventures,25,32330,2,15
1,The Secret of Monkey Island: Special Edition,26,32360,2,15
16,Warfare,25,35300,2,15
0,Clutch,26,35310,2,15
1,Nancy Drew®: Ransom of the Seven Ships,26,31980,2,15
15,3D Ultra™ Minigolf Adventures,23,10140,2,15
1,King's Quest™ Collection,23,10100,2,15
0,TimeShift™,24,10130,2,15
1,Space Quest™ Collection,23,10110,2,15
0,Killing Floor Outbreak Character Pack,26,1256,2,15
0,Aces of the Galaxy™,25,10120,2,15
14,Tropico Reloaded,26,33520,2,15
4,Mystery P.I. - Lost in Los Angeles,26,3610,1,15
0,Bionic Commando: Rearmed,25,21680,2,15
0,Bionic Commando,26,21670,2,15
0,Watchmen: The End is Nigh Part 2,26,21030,1,15
0,Foreign Legion: Buckets of Blood,26,36000,1,15
1,STAR WARS™ - Knights of the Old Republic™,20,32370,2,15
9,Osmos,26,29180,2,15
12,Fallout 2: A Post Nuclear Role Playing Game,15,38410,2,15
16,Fallout Tactics: Brotherhood of Steel,18,38420,2,15
0,Kingpin — Life of Crime,16,38430,2,15
1,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,26,31180,2,15
4,Jewel Quest Pack,26,37960,2,15
4,Mahjong Quest Collection,26,38000,2,15
1,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",26,37400,1,15
0,Tom Clancy's Splinter Cell Chaos Theory®,22,13570,2,15
0,Crash Time 2,26,11390,2,15
16,XIII Century – Gold Edition,26,34420,1,15
14,World of Zoo,26,43100,2,15
14,18 Wheels of Steel: Extreme Trucker,26,33730,2,15
0,Mini Ninjas,26,35000,2,15
4,Freeze Tag Fun Pack #2,26,39392,2,15
4,Freeze Tag Fun Pack #1,16,39391,2,15
1,Windosill,26,37600,1,15
14,Train Simulator: Colton & Northern Route Add-On,26,24029,2,15
1,Midnight Mysteries,26,32140,2,15
1,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,26,31190,2,15
0,Joint Operations: Combined Arms Gold,26,32770,2,15
14,Train Simulator: US Loco & Asset Pack,26,208306,2,15
14,DinerTown Tycoon,26,37300,2,15
14,Train Simulator: European Loco & Asset Pack,26,208300,2,15
12,Risen,26,40300,2,15
4,Flora's Fruit Farm,26,35070,1,15
16,Empire: Total War™ - The Warpath Campaign,26,10606,2,15
1,Machinarium,26,40700,2,15
0,Medal of Honor: Airborne,24,24840,2,15
13,Need for Speed: Shift,26,24870,2,15
12,Torchlight,26,41500,2,15
16,Command & Conquer: Red Alert 3 - Uprising,26,24800,2,15
16,The Stronghold Collection,26,901735,2,15
16,East India Company: Privateer,26,42800,1,15
0,Painkiller: Resurrection,26,39560,2,15
12,SpellForce 2 - Anniversary Edition,26,39550,2,15
1,Secret Files: Tunguska,26,40330,2,15
16,Rush for Berlin Gold,26,40320,1,15
1,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,26,31200,2,15
16,Men of War: Red Tide,26,3130,1,15
0,Hammerfight,26,41100,1,15
0,SpellForce - Platinum Edition,26,39540,2,15
16,Massive Assault: Phantom Renaissance,22,34640,2,15
16,Massive Assault,20,34630,2,15
0,Serious Sam HD: The First Encounter,26,41000,2,15
1,Secret Files 2: Puritas Cordis,26,40340,2,15
12,Dragon Age: Origins,26,17450,2,15
0,Aztaka,26,37100,1,15
9,Magnetis,26,37500,1,15
16,For The Glory: A Europa Universalis Game,26,42810,2,15
0,Call of Duty®: Modern Warfare® 2,26,10180,2,15
1,LEGO® Star Wars™ - The Complete Saga,26,32440,2,15
12,Overlord™,24,11450,1,15
12,Overlord™: Raising Hell,25,12710,2,15
16,Command & Conquer 3: Tiberium Wars,24,24790,2,15
9,Yumsters 2: Around the World,25,29120,1,15
16,Command & Conquer 3: Kane's Wrath,26,24810,2,15
9,Gratuitous Space Battles,26,41800,2,15
14,Wings of Prey,26,45300,2,15
0,The Bard's Tale,22,41900,2,15
0,Defence Alliance 2,26,35420,0,15
0,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,26,32430,2,15
12,Fallout 3: Game of the Year Edition,26,22370,2,15
16,Gratuitous Space Battles: The Tribe,26,41802,2,15
14,Build-A-Lot,24,38080,2,15
14,Build-A-Lot 2: Town of the Year,25,38090,2,15
14,Build-A-Lot 3: Passport to Europe,26,38100,2,15
4,Coconut Queen,26,38070,2,15
4,Roogoo,26,38210,1,15
0,Devil May Cry 4,25,45700,2,15
0,Avencast: Rise of the Mage,27,46410,2,15
14,Build-A-Lot 4: Power Source,26,38110,2,15
0,"Pirates, Vikings, and Knights II",27,17570,0,11
4,Farm Frenzy 2,25,38130,1,15
4,Farm Frenzy 3: American Pie,27,38160,2,15
4,Farm Frenzy 3,26,38150,2,15
4,Farm Frenzy,24,38120,1,15
4,Farm Frenzy: Pizza Party,26,38140,1,15
4,Cake Mania Main Street™,27,36300,2,15
16,Westward® IV: All Aboard,27,36310,2,15
1,Iron Roses,27,36320,2,15
16,UFO: Extraterrestrials Gold,27,37030,2,15
1,LEGO® Indiana Jones™ 2: The Adventure Continues,27,32450,2,15
0,Super Laser  Racer,27,44100,1,15
16,Hearts of Iron III: Soviet Infantry Pack DLC,27,25960,1,11
0,NecroVisioN: Lost Company,27,46250,2,15
4,Cradle of Persia,24,38180,2,15
0,Aliens vs. Predator Swarm Map Pack,27,10695,2,15
0,Serious Sam Classic: The First Encounter,18,41050,2,15
14,Train Simulator: Fort Kent to Eagle Lake Route Add-On,27,24055,2,15
0,Mount & Blade: Warband,27,48700,2,15
0,Coniclysm,27,39900,1,15
0,Plain Sight,27,49900,1,11
0,Lead and Gold: Gangs of the Wild West,27,42120,2,11
0,Grand Theft Auto: Episodes from Liberty City,27,12220,2,15
0,Dark Void™ Zero,27,45730,1,15
9,Fortix,27,45400,1,15
0,Beat Hazard,27,49600,2,15
1,Sam & Max: The Devil’s Playhouse,27,901399,2,15
14,M.U.D. TV,27,43500,2,15
14,Wings of Luftwaffe Add-on,27,45302,1,15
1,The Misadventures of P.B. Winterbottom,27,40930,1,15
0,AquaNox 2: Revelation,20,39640,1,15
0,AquaNox,18,39630,1,15
4,Fluttabyes,27,23150,1,15
4,Hidden Expedition: Titanic,23,50940,2,15
4,Hidden Expedition: Amazon,25,50920,2,15
16,Napoleon: Total War™ - Coalition Battle Pack,27,34178,1,3
4,Fitness Dash™,25,37340,2,15
4,Gemini Lost™,26,37390,2,15
4,DinerTown Detective Agency™,26,37310,2,15
4,Mahjong Roadshow™,24,37360,2,15
4,Hotel Dash™ Suite Success™,26,49000,2,15
4,Nightshift Legacy: The Jaguar's Eye™,27,37330,2,15
4,The Nightshift Code™,25,37320,2,15
4,TriJinx: A Kristine Kross Mystery™,24,37370,2,15
4,Valerie Porter and the Scarlet Scandal™,26,37380,2,15
0,Biozone,27,19080,2,15
0,Rocket Knight,27,19030,2,15
0,Flight of the Icarus,27,49800,1,15
4,Puzzler World,27,33650,1,15
0,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,27,901478,2,15
4,Ziro,27,33660,1,15
0,Altered Beast™,27,34281,1,15
0,Comix Zone™,27,34272,1,15
0,SEGA Mega Drive and Genesis Classics,27,34270,2,15
0,Golden Axe™,27,34276,1,15
0,Ecco the Dolphin™,27,34274,1,15
16,Gain Ground™,27,34275,1,15
0,Shinobi™ III: Return of the Ninja Master,27,34277,1,15
0,Crack Down™,27,34273,1,15
0,VectorMan™,27,34280,1,15
0,Shadow Dancer™,27,34282,1,15
0,Space Harrier™ II,27,34279,1,15
0,Alpha Protocol™,27,34010,2,15
0,Alien Breed: Impact,27,22610,2,15
12,Fallout 3 - Point Lookout,27,22440,1,15
16,Defense Grid: Resurgence Map Pack 1,27,18508,1,15
12,Fallout 3 - Mothership Zeta,27,22430,1,15
12,Fallout 3 - Broken Steel,27,22410,1,15
12,Fallout 3 - The Pitt,27,22420,1,15
0,Alien Swarm,27,630,0,15
12,Fallout 3 - Operation Anchorage,27,22400,1,15
14,SimCity™ 4 Deluxe Edition,20,24780,2,15
16,Disciples III - Renaissance Steam Special Edition,27,33670,2,15
4,Tidalis,27,40420,1,15
0,Razor2: Hidden Skies,27,34920,2,15
16,The Settlers 7: Uncharted Land Map Pack,27,48136,1,15
12,Dimensity,25,46720,2,15
0,Kane & Lynch 2: Dog Days,27,28000,2,15
14,The Guild II Renaissance,27,39680,2,15
16,Hearts of Iron III DLC: German II Spritepack,27,25962,1,11
14,Trainz Simulator DLC: Blue Comet,27,24634,2,15
16,Fantasy Wars,27,63900,1,15
0,Mafia II,28,50130,2,15
14,Train Simulator: Network Southeast Class 47 Loco Add-On,27,24075,1,15
12,Puzzle Quest 2,27,47540,2,15
0,Burn Zombie Burn!,27,50510,2,15
9,Madballs B*D*I Clan Skins,27,25760,1,15
9,Madballs Scorched Evolution Skin Rollup,27,25763,1,15
9,Madballs BDI Evolution Skin Rollup,27,25762,1,15
9,Madballs Holiday Skin Rollup,27,25764,1,15
16,Victoria I Complete,27,42980,2,11
14,Ship Simulator Extremes,27,48800,2,15
16,Worms Reloaded,27,22600,2,15
9,Making History II: The War of the World,27,46770,2,15
0,Arma 2: British Armed Forces,27,65700,2,15
16,Victoria II,27,42960,2,15
9,Madballs Scorched Clan Skins,27,25761,1,15
0,Kane & Lynch 2: The Doggie Bag,27,28010,2,15
0,Kane & Lynch 2: Multiplayer Masks Pack,27,28012,1,15
14,Trainz: Classic Cabon City,27,24640,2,15
0,Kane & Lynch 2: Alliance Weapon Pack,27,28011,1,15
16,Cossacks: Back to War,19,4850,1,15
1,Broken Sword: Director's Cut,27,57640,2,15
4,Chime,27,62100,1,15
0,Mafia II DLC: Jimmy's Vendetta,27,50145,2,15
0,Sniper: Ghost Warrior - Map Pack,27,34841,1,11
0,VVVVVV,27,70300,1,15
16,The Settlers 7: Conquest - The Empire Expansion DLC,27,48137,1,15
0,Amnesia: The Dark Descent,27,57300,2,15
12,Recettear: An Item Shop's Tale,27,70400,2,15
0,Swarm Arena,27,46600,1,15
0,Super Thunder Blade™,27,34314,1,15
0,Galaxy Force II™,27,34310,1,15
14,Hacker Evolution,27,70100,1,15
9,Hacker Evolution: Untold,27,70110,1,15
4,Faerie Solitaire,27,38600,2,15
16,Patrician IV - Steam Special Edition,27,57620,2,15
0,Bonanza Bros.™,27,34284,1,15
12,King's Bounty: Crossworlds,27,63910,2,15
14,Train Simulator: Green & Gold HST DMU Add-On,27,24082,1,15
16,Sid Meier's Civilization® V,27,8930,2,15
16,Commander: Conquest of the Americas - Colonial Navy,27,49310,1,15
0,Serious Sam Classic: The Second Encounter,19,41060,2,15
9,Star Ruler,27,70900,2,15
0,Blade Kitten,27,9940,1,15
0,Alien Breed 2: Assault,27,22650,2,15
0,Darksiders™,27,50620,2,15
14,X: Beyond the Frontier,16,2840,1,15
16,The Kings' Crusade,27,42920,2,15
0,Guild Wars: Eye of the North®,24,29700,2,15
14,X: Tension,17,2850,1,15
1,Governor of Poker 2,27,70200,2,15
1,Governor of Poker 2 - Premium Edition,27,70210,2,15
0,Medal of Honor™,27,47790,2,15
9,Grotesque Tactics: Evil Heroes,27,46450,2,15
0,Lost Planet® 2,27,45750,2,15
1,Doc Clock: The Toasted Sandwich of Time,27,57800,1,15
0,Fallout: New Vegas,27,22380,2,15
0,The Polynomial - Space of the music,27,67000,2,15
1,Puzzle Bots,27,80300,1,15
9,Nimbus,27,50000,2,15
16,Civilization V - Babylon (Nebuchadnezzar II),27,16868,1,15
0,DeathSpank,27,18040,2,15
0,Virtua Fighter™ 2,27,71115,1,15
4,Columns™ III,27,34317,1,15
12,Sword of Vermilion™,27,71114,1,15
0,Golden Axe™ II,27,71112,1,15
0,Sonic The Hedgehog,27,71113,1,15
1,Ecco™: The Tides of Time,27,34319,1,15
0,Bio-Hazard Battle™,27,34316,1,15
0,Alien Storm,27,34315,1,15
0,Shank,27,6120,2,15
0,The Ball,27,35460,2,15
0,STAR WARS™: The Force Unleashed™ II,27,32500,2,15
0,Flight Control HD,27,62000,1,15
12,Patrician III,27,33570,1,15
0,BIT.TRIP BEAT,27,63700,2,15
14,Theatre of War 2 - Battle for Caen,27,46362,1,15
4,Woody Two-Legs: Attack of the Zombie Pirates,27,49320,1,15
1,Clones,27,72400,1,15
16,Victoria II: Interwar Spritepack,27,42964,1,11
0,Front Mission Evolved: Wanzer Pack 2,27,43011,1,3
0,Pound of Ground,27,33980,2,15
4,Pat & Mat,26,65710,2,15
1,Alternativa,27,33990,2,15
4,Fish Fillets 2,24,33950,1,15
16,Archon Classic,27,65400,2,15
0,Call of Duty®: Black Ops,27,42700,2,15
9,Rhythm Zone Tornado Visualizer DLC,27,38923,1,15
4,Arcadia,27,72500,1,15
0,Oddworld: Munch's Oddysee,27,15740,1,15
9,Rhythm Zone DJ Table Visualizer DLC,27,38924,1,15
0,Oddworld: Stranger's Wrath HD,27,15750,2,15
4,Clickr,27,45500,1,15
1,Back to the Future: The Game,27,31290,2,15
0,Grand Theft Auto III,19,12100,2,15
0,Grand Theft Auto: San Andreas,22,12120,2,15
0,Lara Croft GoL: Raziel and Kain Character Pack,28,35135,1,3
0,Lara Croft GoL: Things that Go Boom - Challenge Pack 2,28,35137,1,3
0,Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,28,35138,1,3
0,Lara Croft GoL: All the Trappings - Challenge Pack 1,28,35136,1,3
0,Grand Theft Auto: Vice City,20,12110,2,15
0,Zeit²,28,33390,2,15
0,A.R.E.S.: Extinction Agenda,28,92300,1,15
0,APOX,28,80000,2,15
0,Dead Space™ 2,28,47780,2,15
1,Drawn®: The Painted Tower,28,51060,2,15
1,Kaptain Brawe: A Brawe New World,28,65080,1,15
0,Monday Night Combat,28,63200,1,15
0,Luxor: 5th Passage,28,60340,2,15
0,Alien Soldier,28,71116,1,15
12,Shining in the Darkness,28,71161,1,15
12,Light Crusader,28,71119,1,15
12,Landstalker: The Treasures of King Nole,28,71118,1,15
0,Gunstar Heroes,28,71117,1,15
1,ToeJam & Earl,28,71166,1,15
0,Streets of Rage 2,28,71165,1,15
0,Sonic The Hedgehog 2,28,71163,1,15
0,Streets of Rage,28,71164,1,15
12,Shining Force II,28,71160,1,15
12,Shining Force,28,71120,1,15
14,The Sims™ 3,26,47890,2,15
14,Ship Simulator Extremes: Sigita Pack,28,48802,1,15
14,The Sims™ 3 Fast Lane Stuff,27,47896,2,15
14,The Sims™ 3 World Adventures,26,47892,2,15
14,The Sims™ 3 Late Night,27,47894,2,15
14,The Sims™ 3 Ambitions,27,47893,2,15
14,The Sims™ 3 High-End Loft Stuff,27,47895,2,15
4,Trino,28,42000,1,15
4,Mishap 2: An Intentional Haunting - Collector's Edition,28,47570,2,15
14,The Sims™ 3 Outdoor Living Stuff,28,47897,2,15
0,Who's That Flying?!,28,57700,2,15
1,Myst: Masterpiece Edition,28,63660,2,15
16,Guardians of Graxia: Elves & Dwarves,28,90504,1,15
12,Two Worlds II HD,28,7520,2,15
12,King Arthur: The Druids,28,24449,1,15
16,Gratuitous Space Battles: Galactic Conquest,28,41814,2,15
16,The Kings' Crusade: New Allies,28,42925,1,15
12,DUNGEONS - Steam Special Edition,28,57650,2,15
9,AI War: Light of the Spire,28,40407,1,15
12,Drakensang: The River of Time,28,33770,2,15
16,RISK™: Factions,28,47800,2,15
4,Crazy Machines 2: Time Travel Add-On,28,18408,1,15
0,BIT.TRIP RUNNER,28,63710,2,15
0,Homefront,28,55100,2,15
4,Fate of the World,28,80200,2,15
9,B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),28,92400,1,11
16,"Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack",28,56435,1,15
16,"Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack",28,56433,1,15
16,"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack",28,56432,1,15
16,"Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack",28,56431,1,15
8,RIFT,30,39120,0,11
16,"Warhammer 40,000: Dawn of War II: Retribution",28,56437,2,15
9,Dinner Date,28,94000,1,15
